SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Passer domesticus x hispaniolensis,House x Spanish Sparrow (hybrid),x00645,hybrid,31555.0,SPSP HOSP,PADO PAHI,,Passeriformes,Old World Sparrows,Passeridae,,,,passer4
Passer italiae x hispaniolensis,Italian x Spanish Sparrow (hybrid),x00974,hybrid,31556.0,SPSP ITSP,PAIT PAHI,,Passeriformes,Old World Sparrows,Passeridae,,,,passer4
Passer domesticus x castanopterus,House x Somali Sparrow (hybrid),x00917,hybrid,31563.0,HOSP SOSP,PADO PACA,,Passeriformes,Old World Sparrows,Passeridae,,,,passer4
Passer domesticus x montanus,House x Eurasian Tree Sparrow (hybrid),x00754,hybrid,31613.0,ETSP HOSP,PADO PAMO,,Passeriformes,Old World Sparrows,Passeridae,,,,passer4
Passer hispaniolensis x montanus,Spanish x Eurasian Tree Sparrow (hybrid),x00874,hybrid,31614.0,ETSP SPSP,PAMO PAHI,,Passeriformes,Old World Sparrows,Passeridae,,,,passer4
Motacilla flava x citreola,Western Yellow x Citrine Wagtail (hybrid),x00934,hybrid,31712.0,WYWA CIWA,MOCI MOFL,,Passeriformes,Wagtails and Pipits,Motacillidae,,,,motaci1
Fringilla coelebs x spodiogenys,Common x African Chaffinch (hybrid),x01070,hybrid,31970.0,AFCH EUCH COCH CCHA,FRSP FRCO,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Fringilla coelebs x montifringilla,Common Chaffinch x Brambling (hybrid),x01071,hybrid,31975.0,BRAM EUCH CCHA COCH,FRCO FRMO,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Himatione sanguinea x Drepanis coccinea,Apapane x Iiwi (hybrid),x00828,hybrid,32119.0,IIWI APAP,HISA DRCO,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Leucosticte tephrocotis x atrata,Gray-crowned x Black Rosy-Finch (hybrid),x01003,hybrid,32307.0,BRFI GCRF BLRF,LETE LEAT,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Haemorhous mexicanus x purpureus,House x Purple Finch (hybrid),x01004,hybrid,32327.0,PUFI HOFI,HAME HAPU,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Carduelis carduelis x caniceps,European x Gray-crowned Goldfinch (hybrid),x01171,hybrid,32568.0,EUGO GCGO WEGO EGOL,CACA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Carduelis carduelis x Serinus canaria,European Goldfinch x Island Canary (hybrid),x01005,hybrid,32576.0,EUGO ISCA WEGO EGOL ATCA,SECA CACA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Loxia curvirostra x Spinus pinus,Red Crossbill x Pine Siskin (hybrid),x00904,hybrid,32601.0,COCR RECR PISI,SPPI LOCU,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Spinus pinus x atriceps,Pine x Black-capped Siskin (hybrid),x00829,hybrid,32603.0,BCSI PISI,SPPI SPAT,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Carduelis carduelis x Spinus psaltria,European x Lesser Goldfinch (hybrid),x01006,hybrid,32615.0,EUGO LEGO WEGO EGOL,SPPS CACA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Acanthis flammea x Spinus tristis,Redpoll x American Goldfinch (hybrid),x01248,hybrid,32622.0,AGOL REDP AMGO,SPTR ACFL,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Carduelis carduelis x Spinus tristis,European x American Goldfinch (hybrid),x01007,hybrid,32623.0,EUGO AMGO AGOL WEGO EGOL,SPTR CACA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Spinus pinus x tristis,Pine Siskin x American Goldfinch (hybrid),x00905,hybrid,32624.0,AGOL AMGO PISI,SPPI SPTR,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Spinus psaltria x tristis,Lesser x American Goldfinch (hybrid),x00714,hybrid,32625.0,AGOL LEGO AMGO,SPTR SPPS,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Spinus magellanicus x uropygialis,Hooded x Yellow-rumped Siskin (hybrid),x00713,hybrid,32657.0,HOSI YRSI,SPUR SPMA,,Passeriformes,"Finches, Euphonias, and Allies",Fringillidae,,,,fringi1
Calcarius lapponicus x Plectrophenax nivalis,Lapland Longspur x Snow Bunting (hybrid),x00919,hybrid,32679.0,SNBU LALO LABU,CALA PLNI,,Passeriformes,Longspurs and Snow Buntings,Calcariidae,,,,calcar1
Plectrophenax nivalis x hyperboreus,Snow x McKay's Bunting (hybrid),x00447,hybrid,32681.0,SNBU MCBU MKBU,PLHY PLNI,,Passeriformes,Longspurs and Snow Buntings,Calcariidae,,,,calcar1
Emberiza melanocephala x bruniceps,Black-headed x Red-headed Bunting (hybrid),x00871,hybrid,32700.0,BHBU RHBU,EMME EMBR,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza citrinella x leucocephalos,Yellowhammer x Pine Bunting (hybrid),x00823,hybrid,32740.0,YELL PIBU,EMLE EMCI,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Emberiza tahapisi x goslingi,Cinnamon-breasted x Gosling's Bunting (hybrid),x00975,hybrid,32787.0,CBBU GTBU GOBU,EMGO EMTA,,Passeriformes,Old World Buntings,Emberizidae,,,,emberi2
Spizella passerina x pallida,Chipping x Clay-colored Sparrow (hybrid),x00198,hybrid,32997.0,CHSP CCSP,SPPA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella passerina x pusilla,Chipping x Field Sparrow (hybrid),x00976,hybrid,33005.0,FISP CHSP,SPPA SPPU,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella pallida x pusilla,Clay-colored x Field Sparrow (hybrid),x00200,hybrid,33006.0,FISP CCSP,SPPU SPPA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella pallida x breweri,Clay-colored x Brewer's Sparrow (hybrid),x00199,hybrid,33010.0,CCSP BRSP,SPPA SPBR,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizella atrogularis x breweri,Black-chinned x Brewer's Sparrow (hybrid),x00201,hybrid,33011.0,BCSP BRSP,SPAT SPBR,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Junco hyemalis x phaeonotus,Dark-eyed x Yellow-eyed Junco (hybrid),x00869,hybrid,33154.0,YEJU DEJU,JUPH JUHY,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Junco hyemalis x Zonotrichia leucophrys,Dark-eyed Junco x White-crowned Sparrow (hybrid),x01016,hybrid,33195.0,WCSP DEJU,ZOLE JUHY,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia leucophrys x atricapilla,White-crowned x Golden-crowned Sparrow (hybrid),x00053,hybrid,33197.0,GCSP WCSP,ZOLE ZOAT,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Spizelloides arborea x Zonotrichia querula,American Tree x Harris's Sparrow (hybrid),x00752,hybrid,33199.0,ATSP HASP,SPAR ZOQU,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia leucophrys x querula,White-crowned x Harris's Sparrow (hybrid),x00900,hybrid,33200.0,WCSP HASP,ZOLE ZOQU,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia leucophrys x albicollis,White-crowned x White-throated Sparrow (hybrid),x00451,hybrid,33202.0,WCSP WTSP,ZOLE ZOAL,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Zonotrichia atricapilla x albicollis,Golden-crowned x White-throated Sparrow (hybrid),x00720,hybrid,33203.0,GCSP WTSP,ZOAL ZOAT,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Junco hyemalis x Zonotrichia albicollis,Dark-eyed Junco x White-throated Sparrow (hybrid),x00039,hybrid,33204.0,WTSP DEJU,JUHY ZOAL,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammospiza nelsoni x caudacuta,Nelson's x Saltmarsh Sparrow (hybrid),x00450,hybrid,33241.0,NESP SASP SALS,AMCA AMNE,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Ammodramus savannarum x Passerculus sandwichensis,Grasshopper x Savannah Sparrow (hybrid),x01057,hybrid,33269.0,GRSP SASP SAVS SBBS,AMSA PASA,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Melospiza melodia x lincolnii,Song x Lincoln's Sparrow (hybrid),x00474,hybrid,33314.0,LISP SOSP,MEME MELI,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Melospiza melodia x georgiana,Song x Swamp Sparrow (hybrid),x00702,hybrid,33319.0,SWSP SOSP,MEME MEGE,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Melozone fusca x aberti,Canyon x Abert's Towhee (hybrid),x00870,hybrid,33348.0,CATO ABTO CANT,MEAB MEFU,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Melozone aberti x crissalis,Abert's x California Towhee (hybrid),x01138,hybrid,33356.0,CALT ABTO CATO,MEAB MECR,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Arremon brunneinucha x Pipilo maculatus,Chestnut-capped Brushfinch x Spotted Towhee (hybrid),x00475,hybrid,33411.0,SPTO CCBR,PIMA ARBR,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Melozone fusca x Pipilo maculatus,Canyon x Spotted Towhee (hybrid),x00476,hybrid,33412.0,CATO SPTO CANT,PIMA MEFU,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Melozone crissalis x Pipilo maculatus,California x Spotted Towhee (hybrid),x01249,hybrid,33413.0,CALT SPTO CATO,PIMA MECR,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Pipilo chlorurus x maculatus,Green-tailed x Spotted Towhee (hybrid),x00706,hybrid,33414.0,GTTO SPTO,PIMA PICH,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Pipilo maculatus x erythrophthalmus,Spotted x Eastern Towhee (hybrid),x00446,hybrid,33422.0,SPTO EATO,PIMA PIER,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Pipilo maculatus x ocai,Spotted x Collared Towhee (hybrid),x00445,hybrid,33431.0,COTO SPTO,PIMA PIOC,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Atlapetes albinucha x fuscoolivaceus,White-naped x Dusky-headed Brushfinch (hybrid),x01092,hybrid,33468.0,WNBR DHBR,ATFU ATAL,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Atlapetes albofrenatus x nigrifrons,Moustached x Black-fronted Brushfinch (hybrid),x01201,hybrid,33485.0,YBBR MOBR BFBR,ATNI ATAL,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Atlapetes melanolaemus x rufinucha,Black-faced x Bolivian Brushfinch (hybrid),x00477,hybrid,33516.0,BOBR BFBR GEBR,ATRU ATME,,Passeriformes,New World Sparrows,Passerellidae,,,,passer3
Phaenicophilus palmarum x poliocephalus,Black-crowned x Gray-crowned Palm-Tanager (hybrid),x00901,hybrid,33533.0,BPLT GCPT BCPT,PHPA PHPO,,Passeriformes,Greater Antillean Tanagers,Phaenicophilidae,,,,phaeni1
Teretistris fernandinae x fornsi,Yellow-headed x Oriente Warbler (hybrid),x00935,hybrid,33556.0,ORWA YHWA,TEFO TEFE,,Passeriformes,Cuban Warblers,Teretistridae,,,,tereti1
Sturnella neglecta x magna,Western x Eastern Meadowlark (hybrid),x00827,hybrid,33585.0,EAME WEME,STNE STMA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Sturnella neglecta x lilianae,Western x Chihuahuan Meadowlark (hybrid),x01085,hybrid,33590.0,CHME WEME,STLI STNE,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icteria virens x Icterus cucullatus,Yellow-breasted Chat x Hooded Oriole (hybrid),x00478,hybrid,33691.0,HOOR YBCH,ICCU ICVI,,Passeriformes,,,,,,
Icterus spurius x cucullatus,Orchard x Hooded Oriole (hybrid),x01167,hybrid,33692.0,OROR HOOR,ICSP ICCU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus wagleri x pustulatus,Black-vented x Streak-backed Oriole (hybrid),x00490,hybrid,33735.0,BVOR SBOR SBAO,ICPU ICWA,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus cucullatus x bullockii,Hooded x Bullock's Oriole (hybrid),x01215,hybrid,33739.0,BUOR HOOR,ICCU ICBU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus gularis x graduacauda,Altamira x Audubon's Oriole (hybrid),x00449,hybrid,33769.0,ALOR AUOR,ICGU ICGR,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus bullockii x galbula,Bullock's x Baltimore Oriole (hybrid),x00013,hybrid,33771.0,BAOR BUOR,ICGA ICBU,BBOH,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Icterus bullockii x abeillei,Bullock's x Black-backed Oriole (hybrid),x00903,hybrid,33774.0,BBOR BUOR,ICAB ICBU,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Euphagus cyanocephalus x Quiscalus mexicanus,Brewer's Blackbird x Great-tailed Grackle (hybrid),x00753,hybrid,33875.0,GTGR BRBL,QUME EUCY,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus quiscula x mexicanus,Common x Great-tailed Grackle (hybrid),x00479,hybrid,33876.0,COGR GTGR,QUQU QUME,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Quiscalus major x mexicanus,Boat-tailed x Great-tailed Grackle (hybrid),x00977,hybrid,33877.0,GTGR BTGR,QUMA QUME,,Passeriformes,Troupials and Allies,Icteridae,,,,icteri1
Vermivora chrysoptera x cyanoptera,Golden-winged x Blue-winged Warbler (hybrid),x00669,hybrid,33958.0,BWWA GWWA,VECH VECY,GBWH,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora chrysoptera x cyanoptera (F1 hybrid),Brewster's Warbler (hybrid),brewar,hybrid,33959.0,BWWA GWWA,VECH VECY,BRWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora chrysoptera x cyanoptera (F2 backcross),Lawrence's Warbler (hybrid),lawwar,hybrid,33960.0,BWWA GWWA,VECH VECY,LAWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis peregrina x ruficapilla,Tennessee x Nashville Warbler (hybrid),x01013,hybrid,33984.0,TEWA NAWA,LEPE LERU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis celata x ruficapilla,Orange-crowned x Nashville Warbler (hybrid),x00819,hybrid,33985.0,NAWA OCWA,LECE LERU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis crissalis x virginiae,Colima x Virginia's Warbler (hybrid),x00638,hybrid,33987.0,COLW COWA VIWA,LEVI LECR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Oporornis agilis x Geothlypis philadelphia,Connecticut x Mourning Warbler (hybrid),x00746,hybrid,34007.0,MOWA COWA CONW,OPAG GEPH,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis tolmiei x philadelphia,MacGillivray's x Mourning Warbler (hybrid),x00699,hybrid,34008.0,MOWA MGWA MAWA,GETO GEPH,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis philadelphia x formosa,Mourning x Kentucky Warbler (hybrid),x00747,hybrid,34012.0,MOWA KEWA,GEFO GEPH,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis poliocephala x trichas,Gray-crowned x Common Yellowthroat (hybrid),x00748,hybrid,34045.0,GCYE COYE,GEPO GETR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis tolmiei x trichas,MacGillivray's Warbler x Common Yellowthroat (hybrid),x00700,hybrid,34046.0,MGWA MAWA COYE,GETO GETR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis philadelphia x trichas,Mourning Warbler x Common Yellowthroat (hybrid),x00749,hybrid,34047.0,MOWA COYE,GETR GEPH,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis formosa x trichas,Kentucky Warbler x Common Yellowthroat (hybrid),x01014,hybrid,34048.0,KEWA COYE,GETR GEFO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora cyanoptera x Setophaga cerulea,Blue-winged x Cerulean Warbler (hybrid),x00480,hybrid,34062.0,CERW BWWA CEWA,VECY SECE,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga ruticilla x americana,American Redstart x Northern Parula (hybrid),x00750,hybrid,34064.0,AMRE NOPA,SEAM SERU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga cerulea x americana,Cerulean Warbler x Northern Parula (hybrid),x00711,hybrid,34065.0,CERW NOPA CEWA,SEAM SECE,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga americana x pitiayumi,Northern x Tropical Parula (hybrid),x00203,hybrid,34077.0,TRPA NOPA,SEAM SEPI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Leiothlypis ruficapilla x Setophaga magnolia,Nashville x Magnolia Warbler (hybrid),x00820,hybrid,34080.0,MAWA NAWA,SEMA LERU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga ruticilla x magnolia,American Redstart x Magnolia Warbler (hybrid),x01072,hybrid,34081.0,AMRE MAWA,SEMA SERU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga tigrina x magnolia,Cape May x Magnolia Warbler (hybrid),x01073,hybrid,34082.0,MAWA CMWA,SEMA SETI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Mniotilta varia x Setophaga fusca,Black-and-white x Blackburnian Warbler (hybrid),x01250,hybrid,34085.0,BLBW BAWW BLWA,MNVA SEFU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga castanea x fusca,Bay-breasted x Blackburnian Warbler (hybrid),x00821,hybrid,34086.0,BLBW BBWA BLWA,SECA SEFU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis trichas x Setophaga aestiva,Common Yellowthroat x Northern Yellow Warbler (hybrid),x00701,hybrid,34094.0,NYWA AYWA COYE YEWA,SEAE GETR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga citrina x aestiva,Hooded x Northern Yellow Warbler (hybrid),x00822,hybrid,34095.0,HOWA NYWA AYWA YEWA,SEAE SECI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga ruticilla x aestiva,American Redstart x Northern Yellow Warbler (hybrid),x00481,hybrid,34096.0,AMRE NYWA AYWA YEWA,SEAE SERU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora chrysoptera x cyanoptera (F1 hybrid) x Setophaga pensylvanica,Brewster's x Chestnut-sided Warbler (hybrid),x01162,hybrid,34134.0,BWWA GWWA,VECH VECY,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Mniotilta varia x Setophaga pensylvanica,Black-and-white x Chestnut-sided Warbler (hybrid),x01216,hybrid,34135.0,BAWW CSWA,MNVA SEPE,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga ruticilla x pensylvanica,American Redstart x Chestnut-sided Warbler (hybrid),x01163,hybrid,34136.0,CSWA AMRE,SEPE SERU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga magnolia x pensylvanica,Magnolia x Chestnut-sided Warbler (hybrid),x00772,hybrid,34137.0,MAWA CSWA,SEMA SEPE,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga castanea x striata,Bay-breasted x Blackpoll Warbler (hybrid),x00894,hybrid,34139.0,BBWA BLPW BLWA,SEST SECA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga cerulea x caerulescens,Cerulean x Black-throated Blue Warbler (hybrid),x00482,hybrid,34144.0,CERW BTBW CEWA,SECE SECA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga magnolia x caerulescens,Magnolia x Black-throated Blue Warbler (hybrid),x00978,hybrid,34145.0,BTBW MAWA,SEMA SECA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga aestiva x caerulescens,Northern Yellow x Black-throated Blue Warbler (hybrid),x01015,hybrid,34146.0,BTBW NYWA AYWA YEWA,SEAE SECA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga pensylvanica x caerulescens,Chestnut-sided x Black-throated Blue Warbler (hybrid),x00483,hybrid,34147.0,BTBW CSWA,SEPE SECA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga magnolia x palmarum,Magnolia x Palm Warbler (hybrid),x00979,hybrid,34151.0,MAWA PAWA,SEMA SEPA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga tigrina x coronata,Cape May x Yellow-rumped Warbler (hybrid),x00980,hybrid,34165.0,YRWA MYWA CMWA,SECO SETI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga americana x coronata,Northern Parula x Yellow-rumped Warbler (hybrid),x01251,hybrid,34166.0,MYWA YRWA NOPA,SECO SEAM,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga magnolia x coronata,Magnolia x Yellow-rumped Warbler (hybrid),x00773,hybrid,34167.0,MAWA YRWA MYWA,SEMA SECO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga pensylvanica x coronata,Chestnut-sided x Yellow-rumped Warbler (hybrid),x01252,hybrid,34168.0,CSWA MYWA YRWA,SECO SEPE,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga caerulescens x coronata,Black-throated Blue x Yellow-rumped Warbler (hybrid),x01202,hybrid,34169.0,BTBW MYWA YRWA,SECO SECA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga palmarum x coronata,Palm x Yellow-rumped Warbler (hybrid),x00461,hybrid,34170.0,YRWA PAWA MYWA,SECO SEPA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga americana x dominica,Northern Parula x Yellow-throated Warbler (hybrid),sutwar,hybrid,34176.0,YTWA NOPA,SEAM SEDO,SUWA,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga pinus x dominica,Pine x Yellow-throated Warbler (hybrid),x01128,hybrid,34177.0,YTWA PIWA,SEPI SEDO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga coronata x dominica,Yellow-rumped x Yellow-throated Warbler (hybrid),x00937,hybrid,34178.0,YTWA YRWA MYWA,SECO SEDO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga cerulea x dominica,Cerulean x Yellow-throated Warbler (hybrid),x01175,hybrid,34179.0,YTWA CERW CEWA,SECE SEDO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Vermivora cyanoptera x Setophaga discolor,Blue-winged x Prairie Warbler (hybrid),x00719,hybrid,34188.0,BWWA PRWA PRAW,VECY SEDI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga aestiva x discolor,Northern Yellow x Prairie Warbler (hybrid),x00866,hybrid,34189.0,NYWA PRWA AYWA PRAW YEWA,SEAE SEDI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga ruticilla x discolor,American Redstart x Prairie Warbler (hybrid),x01203,hybrid,34190.0,PRAW AMRE PRWA,SEDI SERU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga coronata x graciae,Yellow-rumped x Grace's Warbler (hybrid),x00484,hybrid,34199.0,GRWA YRWA MYWA,SECO SEGR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga americana x nigrescens,Northern Parula x Black-throated Gray Warbler (hybrid),x01081,hybrid,34203.0,BTGW NOPA BTYW,SEAM SENI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga coronata x nigrescens,Yellow-rumped x Black-throated Gray Warbler (hybrid),x00895,hybrid,34204.0,YRWA MYWA BTGW BTYW,SECO SENI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga graciae x nigrescens,Grace's x Black-throated Gray Warbler (hybrid),x00639,hybrid,34205.0,GRWA BTGW BTYW,SENI SEGR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga coronata x townsendi,Yellow-rumped x Townsend's Warbler (hybrid),x00624,hybrid,34207.0,YRWA MYWA TOWA,SECO SETO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga nigrescens x townsendi,Black-throated Gray x Townsend's Warbler (hybrid),x00867,hybrid,34208.0,BTGW TOWA BTYW,SENI SETO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga coronata x occidentalis,Yellow-rumped x Hermit Warbler (hybrid),x01074,hybrid,34211.0,YRWA MYWA HEWA,SEOC SECO,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga nigrescens x occidentalis,Black-throated Gray x Hermit Warbler (hybrid),x00485,hybrid,34212.0,BTGW HEWA BTYW,SEOC SENI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga townsendi x occidentalis,Townsend's x Hermit Warbler (hybrid),x00059,hybrid,34213.0,TOWA HEWA,SEOC SETO,THWH,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga coronata x virens,Yellow-rumped x Black-throated Green Warbler (hybrid),x00486,hybrid,34221.0,YRWA MYWA BTNW BTGW,SECO SEVI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga townsendi x virens,Townsend's x Black-throated Green Warbler (hybrid),x00664,hybrid,34222.0,BTNW BTGW TOWA,SETO SEVI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Geothlypis trichas x Basileuterus rufifrons,Common Yellowthroat x Rufous-capped Warbler (hybrid),x00751,hybrid,34232.0,RCWA COYE,BARU GETR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Basileuterus culicivorus x Myiothlypis flaveola,Golden-crowned x Flavescent Warbler (hybrid),x00487,hybrid,34302.0,GCRW FLWA GCWS GCWA,MYFL BACU,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Setophaga caerulescens x Cardellina canadensis,Black-throated Blue x Canada Warbler (hybrid),x01253,hybrid,34345.0,BTBW CAWA,SECA CACA,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Myioborus pictus x miniatus,Painted x Slate-throated Redstart (hybrid),x00896,hybrid,34373.0,PARE STRE STWH PAWH,MYMI MYPI,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Myioborus ornatus x melanocephalus,Golden-fronted x Spectacled Redstart (hybrid),x00868,hybrid,34393.0,SPWH GFWH GFRE SPRE YFFW,MYME MYOR,,Passeriformes,New World Warblers,Parulidae,,,,paruli1
Piranga rubra x olivacea,Summer x Scarlet Tanager (hybrid),x01079,hybrid,34437.0,SUTA SCTA,PIRU PIOL,,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
Piranga rubra x ludoviciana,Summer x Western Tanager (hybrid),x00824,hybrid,34440.0,SUTA WETA,PIRU PILU,,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
